item_id,category,stock_level,reorder_point,reorder_frequency_days,lead_time_days,daily_demand,demand_std_dev,item_popularity_score,storage_location_id
ITM10817,Electronics,89,32,9,6,1.54,1.66,0.62,L6
ITM10818,Automotive,281,16,3,5,3.93,4.6,0.58,L97
ITM10819,Pharma,359,53,10,9,49.65,4.62,0.53,L4
ITM10820,Electronics,327,62,14,4,4.53,5.23,0.18,L32
ITM10821,Pharma,264,80,9,6,3.26,8.98,0.19,L26
ITM10822,Apparel,22,88,6,9,18.3,8.15,0.91,L3
ITM10823,Groceries,356,43,7,9,48.5,6.55,0.67,L80
ITM10824,Electronics,82,55,12,5,16.62,8.91,0.34,L20
ITM10825,Automotive,68,77,3,3,21.08,6.95,0.35,L31
ITM10826,Apparel,95,87,6,6,32.07,8.28,0.65,L17
ITM10827,Pharma,387,87,3,7,2.18,5.86,0.47,L61
ITM10828,Apparel,194,25,3,3,44.99,5.49,0.5,L86
ITM10829,Electronics,128,80,12,9,26.45,7.38,0.15,L15
ITM10830,Pharma,202,28,3,9,23.87,0.69,0.22,L73
ITM10831,Groceries,211,11,9,8,43.18,7.06,0.45,L28
ITM10832,Apparel,84,19,9,6,47.7,9.38,0.73,L60
ITM10833,Electronics,356,59,6,2,21.75,7.28,0.14,L90
ITM10834,Automotive,470,90,14,5,9.45,0.85,0.4,L33
ITM10835,Pharma,493,21,4,5,40.97,4.09,0.73,L99
ITM10836,Apparel,290,79,14,2,20.76,8.19,0.81,L48
ITM10837,Apparel,119,31,5,4,46.84,9.61,0.27,L22
ITM10838,Groceries,51,41,10,9,47.55,4.02,0.76,L78
ITM10839,Groceries,371,93,10,8,6.63,8.49,0.96,L78
ITM10840,Automotive,147,10,13,7,47.87,8.71,0.92,L96
ITM10841,Automotive,471,63,13,5,19.05,1.67,0.81,L92
ITM10842,Electronics,421,67,8,3,32.67,8.53,0.74,L15
ITM10843,Electronics,388,79,12,9,2.7,3.58,0.31,L100
ITM10844,Automotive,358,92,11,7,44.56,6.14,0.67,L21
ITM10845,Automotive,62,27,13,5,32.44,5.62,0.68,L40
ITM10846,Pharma,391,15,14,8,32.53,6.8,0.47,L14
ITM10847,Groceries,438,54,11,4,45.21,7.53,0.54,L75
ITM10848,Electronics,97,32,6,8,25.91,4.69,0.72,L4
ITM10849,Groceries,333,32,14,3,21.12,8.94,0.96,L40
ITM10850,Groceries,308,35,3,8,43.44,8.19,0.37,L74
ITM10851,Automotive,289,86,3,7,37.38,7.96,0.32,L87
ITM10852,Pharma,181,16,14,9,47.5,4.85,0.64,L49
ITM10853,Apparel,208,88,12,3,47.07,0.86,0.22,L51
ITM10854,Pharma,266,53,7,9,19.73,5.18,0.62,L92
ITM10855,Pharma,407,36,4,2,22.9,9.04,0.18,L26
ITM10856,Groceries,235,35,8,6,13.54,2.31,0.54,L10
ITM10857,Pharma,334,88,9,2,33.37,9.83,0.66,L76
ITM10858,Electronics,432,45,3,7,18.86,8.17,0.16,L89
ITM10859,Groceries,358,64,8,6,39.52,7.24,0.29,L81
ITM10860,Electronics,409,73,10,2,6.96,6.93,0.4,L32
ITM10861,Apparel,396,66,14,6,6.7,6.08,0.43,L14
ITM10862,Groceries,452,78,7,5,11.02,7.35,0.71,L90
ITM10863,Apparel,187,70,14,8,5.13,4.51,0.58,L99
ITM10864,Groceries,358,11,9,3,31.38,8.53,0.44,L39
ITM10865,Automotive,212,64,12,6,8.22,7.12,0.51,L88
ITM10866,Pharma,472,89,8,5,8.84,7.83,0.11,L77
ITM10867,Automotive,302,96,6,8,1.7,8.03,0.79,L16
ITM10868,Apparel,355,47,9,8,39.32,1.37,0.14,L73
ITM10869,Pharma,409,89,12,4,40.8,1.03,0.85,L6
ITM10870,Groceries,32,87,11,9,8.94,8.11,0.59,L45
ITM10871,Pharma,259,38,12,2,37.24,2.96,0.58,L69
ITM10872,Electronics,339,35,12,4,22.24,6.03,0.73,L55
ITM10873,Pharma,465,44,9,9,12.74,4.72,0.87,L85
ITM10874,Electronics,166,88,14,9,31.45,0.71,0.95,L48
ITM10875,Pharma,223,76,7,7,9.75,0.88,0.59,L9
ITM10876,Electronics,99,96,9,5,38.09,8.36,0.24,L65
ITM10877,Apparel,398,38,5,4,3.33,6.27,0.89,L83
ITM10878,Automotive,62,43,4,4,48.0,5.48,0.14,L44
ITM10879,Groceries,477,50,13,9,4.52,9.47,0.83,L2
ITM10880,Pharma,108,50,7,8,29.39,2.14,0.71,L54
ITM10881,Automotive,167,32,6,5,45.21,2.95,0.91,L63
ITM10882,Groceries,114,80,7,8,1.58,7.69,0.91,L14
ITM10883,Groceries,471,12,10,3,25.43,7.86,0.15,L56
ITM10884,Electronics,447,67,14,6,18.15,4.35,0.65,L47
ITM10885,Apparel,170,41,6,7,29.44,9.53,0.21,L82
ITM10886,Apparel,21,40,11,7,12.05,9.41,0.17,L59
ITM10887,Automotive,395,91,9,2,4.18,0.62,0.5,L91
ITM10888,Apparel,41,52,12,8,31.67,2.14,0.19,L20
ITM10889,Pharma,390,16,14,6,21.43,8.29,0.76,L56
ITM10890,Apparel,332,10,9,9,31.5,3.68,0.97,L23
ITM10891,Automotive,347,70,10,2,11.32,1.41,0.61,L94
ITM10892,Apparel,26,23,14,7,17.6,7.96,0.31,L67
ITM10893,Pharma,225,61,8,6,28.52,4.82,0.86,L84
ITM10894,Electronics,459,15,10,4,30.06,5.18,0.87,L35
ITM10895,Automotive,394,19,5,3,19.24,2.27,0.76,L79
ITM10896,Electronics,470,80,12,9,14.72,6.78,0.65,L69
ITM10897,Electronics,133,99,12,4,14.41,5.74,0.88,L100
ITM10898,Electronics,291,39,3,3,9.56,2.46,0.25,L62
ITM10899,Groceries,102,30,8,9,16.94,3.73,0.94,L60
ITM10900,Groceries,198,69,3,8,10.77,6.17,0.95,L56
ITM10901,Electronics,229,90,11,5,32.06,9.29,0.88,L94
ITM10902,Automotive,483,83,4,2,28.88,9.24,0.33,L76
ITM10903,Pharma,347,72,13,2,19.75,3.24,0.87,L35
ITM10904,Pharma,143,51,4,5,16.97,7.49,0.55,L42
ITM10905,Apparel,132,60,9,6,12.64,7.87,0.64,L32
ITM10906,Automotive,31,73,4,5,27.24,8.18,0.86,L12
ITM10907,Groceries,145,85,12,8,46.03,5.92,0.13,L36
ITM10908,Electronics,72,65,10,7,34.6,0.6,0.43,L58
ITM10909,Apparel,350,89,8,5,37.48,7.74,0.83,L32
ITM10910,Pharma,408,50,9,3,41.88,1.51,0.83,L97
ITM10911,Groceries,302,41,9,7,18.23,1.61,0.86,L60
ITM10912,Groceries,159,24,8,5,4.08,6.25,0.25,L73
ITM10913,Electronics,420,71,12,2,31.51,9.84,0.74,L79
ITM10914,Pharma,409,36,13,4,10.24,2.8,0.23,L86
ITM10915,Automotive,116,37,11,3,28.88,6.64,0.81,L49
ITM10916,Groceries,24,90,11,8,37.24,3.38,0.32,L44
ITM10917,Electronics,76,73,9,3,39.4,9.04,0.76,L4
ITM10918,Automotive,431,68,11,9,15.79,6.14,0.51,L64
ITM10919,Pharma,353,67,12,6,26.11,2.47,0.99,L42
ITM10920,Groceries,88,11,5,4,31.43,2.99,0.62,L24
ITM10921,Automotive,137,45,5,3,41.15,4.61,0.67,L63
ITM10922,Automotive,395,80,3,9,38.31,1.66,0.43,L28
ITM10923,Automotive,78,22,7,5,49.41,1.25,0.76,L46
ITM10924,Groceries,52,24,6,3,1.4,6.96,0.55,L34
ITM10925,Groceries,337,98,4,3,22.44,4.37,0.12,L44
ITM10926,Apparel,69,96,11,3,13.55,7.4,0.65,L36
ITM10927,Pharma,387,69,5,6,6.87,1.55,0.85,L77
ITM10928,Electronics,38,31,10,3,45.66,6.29,0.31,L90
ITM10929,Automotive,233,72,8,3,49.9,4.71,0.3,L36
ITM10930,Apparel,216,99,7,6,9.85,1.05,0.65,L72
ITM10931,Electronics,398,84,3,9,2.88,5.68,0.84,L2
ITM10932,Apparel,469,83,6,7,14.48,1.29,0.32,L67
ITM10933,Groceries,497,34,5,4,41.91,8.36,0.94,L25
ITM10934,Automotive,66,57,3,9,15.4,6.5,0.93,L11
ITM10935,Electronics,186,52,14,8,3.79,5.79,0.28,L31
ITM10936,Electronics,471,47,7,7,3.57,1.77,0.34,L93
ITM10937,Electronics,308,50,8,2,21.94,3.23,0.73,L53
ITM10938,Electronics,160,54,4,6,46.66,5.18,0.96,L63
ITM10939,Electronics,103,97,5,6,15.01,6.52,0.74,L72
ITM10940,Apparel,201,49,13,3,21.93,2.24,0.5,L98
ITM10941,Automotive,410,26,8,3,5.99,0.58,0.25,L31
ITM10942,Groceries,98,97,6,8,25.19,3.78,0.51,L89
ITM10943,Groceries,234,66,11,2,35.13,5.09,0.65,L61
ITM10944,Groceries,33,11,7,3,14.29,2.25,0.4,L83
ITM10945,Groceries,234,71,6,5,15.54,5.18,0.56,L92
ITM10946,Apparel,422,97,4,3,42.26,3.72,0.22,L63
ITM10947,Pharma,147,18,8,3,1.51,4.82,0.51,L58
ITM10948,Automotive,329,77,12,5,32.19,3.8,0.18,L3
ITM10949,Electronics,496,90,4,2,20.3,6.47,0.14,L12
ITM10950,Pharma,267,26,14,5,15.62,0.91,0.87,L38
ITM10951,Groceries,423,59,9,6,33.22,2.12,0.28,L29
ITM10952,Pharma,48,49,5,5,41.9,4.61,0.62,L52
ITM10953,Automotive,299,67,11,4,28.36,3.88,0.23,L89
ITM10954,Electronics,357,84,13,6,2.52,4.22,0.34,L32
ITM10955,Electronics,338,94,7,3,23.61,8.14,0.43,L40
ITM10956,Automotive,221,30,10,8,23.68,8.92,0.23,L85
ITM10957,Automotive,380,27,13,6,27.65,2.86,0.14,L75
ITM10958,Groceries,76,64,8,2,33.88,8.45,0.89,L48
ITM10959,Electronics,411,38,14,2,1.95,4.86,0.11,L61
ITM10960,Pharma,237,33,12,5,25.6,3.1,0.16,L71
ITM10961,Apparel,81,83,10,6,29.83,9.86,0.82,L68
ITM10962,Apparel,176,26,13,3,17.82,8.34,0.35,L45
ITM10963,Automotive,221,27,14,2,33.75,9.95,0.75,L55
ITM10964,Groceries,36,51,5,7,12.18,2.1,0.23,L96
ITM10965,Apparel,341,93,5,3,16.55,1.87,0.31,L71
ITM10966,Electronics,25,54,7,7,48.18,5.28,0.62,L43
ITM10967,Automotive,77,91,13,4,18.06,6.57,0.99,L46
ITM10968,Pharma,344,26,12,7,17.98,2.13,0.17,L90
ITM10969,Automotive,431,82,5,9,30.19,8.67,0.46,L59
ITM10970,Pharma,337,23,10,2,48.58,5.55,0.14,L35
ITM10971,Automotive,188,58,12,5,49.17,4.4,0.28,L40
ITM10972,Automotive,472,38,14,4,29.4,6.22,0.92,L33
ITM10973,Automotive,101,13,10,6,1.05,6.53,0.19,L30
ITM10974,Pharma,493,91,4,3,45.13,0.91,0.87,L16
ITM10975,Pharma,487,29,14,2,28.94,10.0,0.26,L93
ITM10976,Automotive,444,56,6,4,18.93,3.96,0.88,L25
ITM10977,Apparel,452,18,12,4,41.63,1.08,0.58,L41
ITM10978,Groceries,238,86,3,9,20.59,8.6,0.89,L16
ITM10979,Groceries,196,88,6,2,2.67,9.93,0.24,L96
ITM10980,Groceries,223,36,14,6,41.23,8.26,0.79,L69
ITM10981,Pharma,90,24,13,6,27.75,8.59,0.71,L98
ITM10982,Pharma,406,28,6,5,17.57,6.45,0.59,L89
ITM10983,Apparel,285,99,12,8,13.29,9.26,0.83,L24
ITM10984,Groceries,117,61,11,7,30.1,0.84,0.68,L25
ITM10985,Groceries,364,35,5,6,11.19,7.78,0.89,L28
ITM10986,Automotive,310,98,4,9,16.87,6.87,0.44,L95
ITM10987,Pharma,227,35,11,5,32.19,0.97,0.63,L62
ITM10988,Groceries,21,35,11,7,44.2,5.67,0.88,L36
ITM10989,Apparel,143,55,3,4,27.11,5.39,0.29,L93
ITM10990,Apparel,299,58,8,2,38.2,7.07,0.54,L76
ITM10991,Groceries,93,91,12,6,38.39,1.24,0.96,L98
ITM10992,Pharma,185,62,10,5,33.55,8.15,0.53,L68
ITM10993,Apparel,41,12,5,4,13.05,1.82,0.33,L77
ITM10994,Automotive,173,75,13,6,43.47,4.48,0.42,L37
ITM10995,Apparel,446,51,11,3,22.38,8.87,0.9,L13
ITM10996,Electronics,458,28,4,8,3.17,5.83,0.96,L25
ITM10997,Electronics,314,26,8,4,12.99,4.11,0.96,L38
ITM10998,Pharma,238,42,3,9,38.51,0.96,0.73,L30
ITM10999,Groceries,176,85,9,9,4.39,6.89,0.56,L47
ITM11000,Pharma,249,58,5,6,8.22,9.87,0.26,L23
ITM11001,Pharma,39,65,9,9,35.02,9.16,0.21,L39
ITM11002,Pharma,494,72,6,4,44.74,7.31,0.15,L2
ITM11003,Pharma,60,12,11,2,32.05,1.5,0.12,L91
ITM11004,Automotive,457,58,7,2,11.89,2.77,0.89,L69
ITM11005,Automotive,167,64,5,8,3.62,2.28,0.83,L17
ITM11006,Apparel,127,35,10,2,31.14,3.88,0.61,L36
ITM11007,Electronics,422,81,8,7,3.32,2.74,1.0,L6
ITM11008,Pharma,103,61,4,3,31.02,2.82,0.96,L7
ITM11009,Apparel,386,16,5,2,12.05,6.36,0.69,L71
ITM11010,Electronics,341,55,10,9,45.33,3.53,0.52,L38
ITM11011,Groceries,433,55,12,3,24.28,6.93,0.24,L90
ITM11012,Automotive,328,25,9,2,11.97,9.5,0.56,L17
ITM11013,Electronics,309,33,12,7,42.8,6.57,0.24,L82
ITM11014,Groceries,425,70,8,9,13.45,7.64,0.46,L97
ITM11015,Electronics,342,63,3,4,16.02,7.64,0.95,L63
ITM11016,Automotive,153,71,11,6,41.88,3.64,0.41,L14
ITM11017,Automotive,226,10,5,6,16.13,0.64,0.24,L2
ITM11018,Apparel,302,58,7,2,21.1,1.02,0.62,L74
ITM11019,Pharma,285,34,9,6,18.04,3.18,0.64,L37
ITM11020,Electronics,92,19,9,2,6.7,7.05,0.27,L61
ITM11021,Electronics,371,89,5,2,2.91,9.11,0.28,L62
ITM11022,Groceries,67,25,6,9,36.5,9.61,0.99,L57
ITM11023,Automotive,345,67,12,8,32.61,0.75,0.32,L44
ITM11024,Electronics,252,81,9,5,14.84,9.91,0.85,L24
ITM11025,Automotive,462,38,10,5,15.48,3.56,0.52,L7
ITM11026,Electronics,119,15,4,8,47.31,8.51,0.49,L33
ITM11027,Apparel,78,25,11,5,49.4,2.21,0.37,L62
ITM11028,Pharma,277,29,9,3,24.2,1.1,0.8,L15
ITM11029,Electronics,432,89,10,5,40.32,4.09,0.89,L9
ITM11030,Automotive,471,80,8,2,37.1,8.66,0.34,L52
ITM11031,Apparel,84,87,8,7,15.57,2.6,0.19,L63
ITM11032,Electronics,102,52,11,7,3.87,1.96,0.22,L10
ITM11033,Groceries,173,35,6,4,7.99,9.14,0.81,L74
ITM11034,Pharma,492,99,13,9,42.08,9.41,0.49,L81
ITM11035,Electronics,285,87,13,5,36.83,0.62,0.22,L88
ITM11036,Apparel,328,80,7,7,33.55,7.41,0.41,L7
ITM11037,Groceries,98,42,11,5,7.4,3.44,0.56,L20
ITM11038,Apparel,334,35,3,9,32.36,4.06,0.87,L20
ITM11039,Apparel,169,54,6,4,38.84,4.96,0.68,L73
ITM11040,Groceries,454,93,9,7,43.17,4.55,0.26,L39
ITM11041,Apparel,67,72,13,2,1.65,5.39,0.24,L11
ITM11042,Groceries,424,76,11,3,34.54,6.03,0.47,L32
ITM11043,Electronics,398,61,13,8,1.94,4.92,0.17,L16
ITM11044,Groceries,267,77,14,8,35.64,7.16,0.78,L72
ITM11045,Groceries,297,35,12,8,32.15,7.33,0.46,L98
ITM11046,Pharma,375,84,8,5,8.27,4.68,0.41,L54
ITM11047,Groceries,117,11,14,7,38.54,1.85,0.56,L78
ITM11048,Groceries,433,23,10,9,4.35,6.59,0.74,L77
ITM11049,Electronics,44,39,11,9,41.49,7.84,0.61,L80
ITM11050,Pharma,303,58,12,7,13.83,6.56,0.82,L29
ITM11051,Automotive,468,21,6,4,34.75,6.09,0.67,L100
ITM11052,Electronics,388,99,3,2,46.26,2.68,0.81,L67
ITM11053,Electronics,320,53,10,6,17.65,6.63,0.73,L49
ITM11054,Automotive,87,42,4,7,25.64,3.68,0.27,L58
ITM11055,Groceries,26,22,13,3,23.69,9.24,0.15,L57
ITM11056,Apparel,324,87,3,4,8.72,6.71,0.91,L39
ITM11057,Pharma,156,97,9,7,29.93,3.14,0.95,L76
ITM11058,Apparel,183,35,14,7,37.41,4.99,0.75,L55
ITM11059,Automotive,102,30,12,4,45.93,8.54,0.75,L40
ITM11060,Electronics,404,37,11,4,42.69,3.69,0.34,L73
ITM11061,Electronics,157,57,13,5,25.99,5.49,0.59,L80
ITM11062,Pharma,439,49,14,7,36.23,6.96,0.99,L8
ITM11063,Electronics,92,75,14,6,40.24,7.67,0.87,L79
ITM11064,Electronics,256,82,11,3,25.18,2.15,0.37,L95
ITM11065,Pharma,65,96,5,2,6.66,5.87,0.37,L13
ITM11066,Pharma,125,88,8,2,22.46,9.17,0.54,L98
ITM11067,Automotive,435,86,9,6,42.28,9.7,0.46,L27
ITM11068,Electronics,307,32,12,9,30.24,6.73,0.43,L81
ITM11069,Electronics,281,90,11,4,36.5,9.84,0.66,L28
ITM11070,Automotive,195,57,4,4,10.08,5.92,0.11,L34
ITM11071,Groceries,185,11,10,9,48.25,4.7,0.79,L85
ITM11072,Groceries,164,93,9,4,20.8,5.74,0.77,L11
ITM11073,Groceries,349,29,6,9,33.03,1.6,0.85,L21
ITM11074,Automotive,389,68,4,7,1.92,4.32,0.86,L31
ITM11075,Electronics,302,55,10,9,7.24,4.85,0.61,L23
ITM11076,Automotive,73,12,13,4,39.32,8.56,0.8,L71
ITM11077,Automotive,197,64,7,4,48.43,7.71,0.54,L10
ITM11078,Groceries,438,21,8,7,16.68,6.21,0.96,L21
ITM11079,Apparel,263,49,13,9,2.82,3.8,0.27,L1
ITM11080,Electronics,360,75,9,7,18.68,2.28,0.92,L53
ITM11081,Groceries,146,87,12,6,1.86,3.8,0.33,L58
ITM11082,Apparel,428,25,3,5,10.43,6.96,0.19,L89
ITM11083,Apparel,431,92,10,7,37.87,3.0,0.5,L77
ITM11084,Pharma,386,43,6,3,46.92,4.56,0.65,L61
ITM11085,Electronics,290,53,11,4,5.29,4.17,0.31,L38
ITM11086,Apparel,151,15,3,5,28.34,7.77,0.6,L5
ITM11087,Groceries,112,86,13,2,13.44,8.9,0.83,L30
ITM11088,Pharma,398,73,4,6,7.81,7.14,0.33,L37
ITM11089,Electronics,92,31,8,9,11.73,3.75,0.62,L91
ITM11090,Automotive,430,27,13,5,29.31,4.62,0.41,L37
ITM11091,Groceries,429,21,12,7,4.19,1.86,0.58,L90
ITM11092,Apparel,422,61,13,4,22.28,2.1,0.7,L59
ITM11093,Apparel,267,60,3,4,7.63,2.06,0.42,L10
ITM11094,Groceries,367,80,6,4,14.36,1.74,1.0,L88
ITM11095,Apparel,292,57,10,5,10.35,2.21,0.61,L30
ITM11096,Pharma,62,28,12,4,44.27,2.43,0.84,L34
ITM11097,Electronics,396,15,7,7,35.69,1.56,0.75,L81
ITM11098,Pharma,60,93,11,9,43.55,6.58,0.87,L76
ITM11099,Apparel,189,36,13,5,19.79,9.91,0.26,L85
ITM11100,Automotive,453,62,13,4,16.36,8.85,0.3,L26
ITM11101,Electronics,231,57,8,2,19.65,0.93,0.54,L55
ITM11102,Electronics,187,16,3,2,1.91,4.52,0.87,L15
ITM11103,Groceries,58,68,8,3,36.51,8.66,0.28,L70
ITM11104,Groceries,388,78,8,4,18.14,1.78,0.97,L29
ITM11105,Automotive,264,20,8,4,16.35,8.55,0.21,L83
ITM11106,Electronics,170,24,10,5,30.31,6.13,0.26,L20
ITM11107,Automotive,130,73,8,5,22.38,9.35,0.25,L35
ITM11108,Groceries,499,12,7,8,49.06,8.82,0.63,L19
ITM11109,Groceries,455,78,13,9,18.46,6.93,0.93,L10
ITM11110,Electronics,66,32,4,4,31.08,6.75,0.33,L8
ITM11111,Pharma,82,62,6,3,16.27,2.53,0.6,L22
ITM11112,Apparel,244,46,12,9,49.54,1.61,0.26,L40
ITM11113,Groceries,385,18,7,4,22.81,4.45,0.67,L77
ITM11114,Groceries,88,24,12,9,32.07,2.27,0.21,L96
ITM11115,Pharma,318,12,6,7,7.21,1.47,0.54,L73
ITM11116,Pharma,451,79,4,5,36.92,3.37,0.69,L37
ITM11117,Automotive,309,26,9,4,14.19,8.67,0.62,L57
ITM11118,Automotive,315,35,12,9,22.98,0.66,0.23,L16
ITM11119,Apparel,222,30,12,5,44.27,3.28,0.25,L60
ITM11120,Apparel,80,81,4,4,48.56,4.53,0.7,L89
ITM11121,Electronics,453,30,3,6,21.8,5.35,0.83,L39
ITM11122,Automotive,470,20,7,5,41.91,2.22,0.92,L90
ITM11123,Groceries,337,47,14,9,3.61,9.66,0.83,L52
ITM11124,Automotive,333,81,3,3,42.53,6.0,0.98,L35
ITM11125,Groceries,180,97,3,6,31.85,5.46,0.47,L65
ITM11126,Pharma,350,44,3,7,24.95,0.58,0.4,L70
ITM11127,Automotive,35,23,8,4,44.61,5.11,0.13,L64
ITM11128,Pharma,357,23,11,8,42.42,8.46,0.5,L57
ITM11129,Apparel,113,19,12,7,15.55,2.59,0.69,L11
ITM11130,Apparel,323,21,13,5,39.78,3.84,0.83,L77
ITM11131,Electronics,157,47,14,6,5.88,0.7,0.34,L6
ITM11132,Automotive,357,43,3,7,41.32,9.78,0.56,L56
ITM11133,Pharma,57,50,7,3,34.1,1.13,0.7,L95
ITM11134,Groceries,146,19,11,8,5.31,9.03,0.6,L42
ITM11135,Apparel,294,26,11,5,34.47,3.47,0.35,L78
ITM11136,Apparel,183,26,3,6,29.45,6.08,0.82,L33
ITM11137,Groceries,462,76,10,7,30.13,6.95,0.26,L4
ITM11138,Pharma,338,71,3,6,15.25,1.84,0.91,L12
ITM11139,Pharma,96,10,10,6,14.06,4.72,0.96,L30
ITM11140,Automotive,193,21,3,7,38.36,3.59,0.43,L87
ITM11141,Automotive,406,13,14,2,13.58,1.04,0.44,L74
ITM11142,Electronics,477,51,7,4,22.87,8.42,0.77,L76
ITM11143,Apparel,377,22,10,9,35.04,0.93,0.51,L3
ITM11144,Automotive,340,94,8,5,4.9,6.71,0.13,L98
ITM11145,Pharma,395,95,11,5,30.13,3.48,0.93,L87
ITM11146,Groceries,110,13,3,8,29.88,2.33,0.49,L35
ITM11147,Pharma,257,91,11,8,34.53,6.84,0.28,L74
ITM11148,Apparel,283,78,3,8,19.13,5.96,0.6,L6
ITM11149,Pharma,198,28,12,5,23.0,3.49,0.3,L98
ITM11150,Electronics,228,11,12,6,17.17,5.37,0.29,L97
ITM11151,Apparel,92,21,5,8,40.6,2.84,0.59,L23
ITM11152,Groceries,409,90,3,7,7.4,8.71,0.45,L61
ITM11153,Electronics,126,83,5,4,48.18,3.48,0.62,L67
ITM11154,Apparel,364,15,14,3,32.11,2.83,1.0,L84
ITM11155,Groceries,314,17,13,5,44.46,7.64,0.87,L57
ITM11156,Electronics,388,60,4,7,21.89,0.67,0.11,L36
ITM11157,Electronics,463,20,4,4,17.28,3.05,0.15,L24
ITM11158,Apparel,303,72,11,4,45.14,4.07,0.65,L75
ITM11159,Automotive,372,66,10,2,5.84,8.88,0.66,L56
ITM11160,Electronics,201,21,3,9,6.74,9.53,0.89,L82
ITM11161,Electronics,56,82,14,7,15.67,7.31,0.67,L63
ITM11162,Groceries,156,11,6,5,48.03,5.18,0.3,L12
ITM11163,Pharma,357,17,3,8,32.02,6.59,0.52,L61
ITM11164,Apparel,75,20,3,6,28.16,4.43,0.83,L45
ITM11165,Apparel,206,62,14,8,35.56,3.34,0.93,L53
ITM11166,Automotive,360,19,14,4,21.46,9.53,0.31,L43
ITM11167,Automotive,277,94,6,4,38.15,1.6,0.59,L42
ITM11168,Apparel,464,93,4,3,20.27,3.79,0.24,L86
ITM11169,Automotive,77,17,5,8,41.49,9.04,0.55,L14
ITM11170,Groceries,382,45,13,9,14.1,7.37,0.18,L21
ITM11171,Apparel,142,85,11,9,14.6,0.78,0.95,L43
ITM11172,Automotive,207,23,4,2,26.6,0.72,0.67,L53
ITM11173,Apparel,249,63,6,9,22.11,5.41,0.87,L89
ITM11174,Pharma,187,94,3,4,32.76,5.1,1.0,L64
ITM11175,Electronics,439,95,4,4,18.85,4.71,0.26,L37
ITM11176,Apparel,133,30,7,9,12.3,3.37,0.72,L85
ITM11177,Electronics,271,59,12,6,24.02,9.87,0.9,L52
ITM11178,Automotive,126,48,3,6,28.49,3.08,0.62,L98
ITM11179,Electronics,56,29,13,9,7.99,5.16,0.68,L71
ITM11180,Apparel,354,97,9,3,28.28,4.35,0.47,L5
ITM11181,Pharma,111,96,6,7,16.64,2.12,0.71,L59
ITM11182,Automotive,37,16,8,3,20.23,2.42,0.46,L12
ITM11183,Apparel,373,18,10,3,14.69,9.22,0.53,L41
ITM11184,Automotive,82,10,8,9,46.64,8.65,0.19,L33
ITM11185,Groceries,169,35,4,6,34.48,2.39,0.11,L42
ITM11186,Electronics,158,47,3,8,13.86,8.82,0.15,L15
ITM11187,Groceries,205,47,10,8,32.61,2.49,0.27,L99
ITM11188,Apparel,204,70,10,9,42.58,6.45,0.51,L52
ITM11189,Pharma,224,53,11,8,20.68,1.27,0.12,L66
ITM11190,Automotive,279,95,8,7,41.67,8.86,0.24,L1
ITM11191,Electronics,233,53,14,6,8.57,0.99,0.8,L85
ITM11192,Automotive,275,83,3,9,41.32,5.77,0.79,L70
ITM11193,Apparel,154,71,11,2,27.47,7.91,0.81,L60
ITM11194,Automotive,80,15,14,5,11.93,1.61,0.93,L53
ITM11195,Electronics,382,26,5,5,20.95,4.34,0.21,L7
ITM11196,Apparel,329,60,13,9,49.41,0.9,0.25,L25
ITM11197,Automotive,107,47,8,9,39.39,6.99,0.4,L67
ITM11198,Pharma,343,33,12,2,29.18,3.42,0.92,L47
ITM11199,Apparel,495,60,12,8,6.64,5.81,0.8,L80
ITM11200,Apparel,226,19,13,5,21.47,9.36,0.39,L97
ITM11201,Pharma,148,81,14,7,13.89,3.41,0.18,L64
ITM11202,Groceries,330,30,11,9,4.48,0.96,0.65,L81
ITM11203,Electronics,22,79,13,6,27.57,6.92,0.33,L57
ITM11204,Groceries,481,94,5,5,44.57,7.97,0.58,L98
ITM11205,Automotive,441,66,7,7,34.1,9.6,0.95,L7
ITM11206,Pharma,261,48,7,6,13.23,2.0,0.62,L27
ITM11207,Groceries,140,97,12,9,29.11,4.23,0.93,L35
ITM11208,Apparel,404,42,9,7,47.22,8.52,0.45,L71
ITM11209,Automotive,121,68,6,2,36.42,8.17,0.67,L17
ITM11210,Automotive,57,27,13,9,34.78,6.44,0.9,L37
ITM11211,Groceries,360,65,6,3,48.44,3.06,0.63,L57
ITM11212,Groceries,432,66,9,2,40.14,3.2,0.65,L90
ITM11213,Pharma,152,85,11,5,7.69,1.68,0.74,L63
ITM11214,Electronics,221,57,13,6,18.03,9.26,0.89,L16
ITM11215,Groceries,367,51,6,7,48.29,2.14,0.18,L4
ITM11216,Groceries,40,36,6,5,25.0,5.94,0.4,L81
ITM11217,Apparel,261,83,8,5,6.47,6.05,0.46,L78
ITM11218,Automotive,474,61,8,9,23.47,4.01,0.92,L31
ITM11219,Electronics,470,51,9,3,35.15,3.85,0.96,L91
ITM11220,Apparel,128,41,3,8,49.88,6.85,0.21,L21
ITM11221,Pharma,322,35,13,5,16.87,4.19,0.21,L40
ITM11222,Pharma,103,34,5,3,26.19,2.92,0.94,L71
ITM11223,Groceries,102,84,11,6,44.1,4.29,0.37,L2
ITM11224,Groceries,310,32,8,6,18.41,8.17,0.32,L71
ITM11225,Pharma,471,66,8,7,6.35,9.68,0.13,L53
